"time","speed","category","start_lat","start_lon","end_lat","end_lon","is_fixed","iri","distance","suspension"
"08:24:22 2017-April-27","43.85","POOR","20.06391765","105.77925735","20.06445338","105.77836225","true","8.1","110.84","SUV"
"08:24:31 2017-April-27","41.54","POOR","20.06445338","105.77836225","20.0649195","105.77751811","true","8.64","102.27","SUV"
"08:24:41 2017-April-27","36.3","POOR","20.0649195","105.77751811","20.06538427","105.77668662","true","8.06","101.06","SUV"
"08:24:51 2017-April-27","36.88","POOR","20.06538427","105.77668662","20.06583727","105.77582002","true","8.54","103.6","SUV"
"08:25:04 2017-April-27","28.5","POOR","20.06583727","105.77582002","20.06622913","105.77492902","true","8.24","102.8","SUV"
"08:25:15 2017-April-27","32.95","POOR","20.06622913","105.77492902","20.0663","105.7739656","true","10.25","101.08","SUV"
"08:25:27 2017-April-27","32.65","POOR","20.0663","105.7739656","20.0666939","105.77301116","true","7.54","108.95","SUV"
"08:25:38 2017-April-27","33.94","POOR","20.0666939","105.77301116","20.06730574","105.77226575","true","9.45","103.28","SUV"
"08:25:50 2017-April-27","30.35","POOR","20.06730574","105.77226575","20.06786402","105.77149856","true","9.78","101.29","SUV"
"08:26:18 2017-April-27","23.18","POOR","20.06816719","105.77111886","20.06888347","105.77051201","true","12.29","101.57","SUV"
"08:26:31 2017-April-27","29.07","POOR","20.06888347","105.77051201","20.06958939","105.76983307","true","10.68","105.6","SUV"
"08:26:44 2017-April-27","29.8","POOR","20.06958939","105.76983307","20.070183","105.76902028","true","12.62","107.46","SUV"
"08:26:56 2017-April-27","31.54","POOR","20.070183","105.76902028","20.07072602","105.7682033","true","14.81","104.48","SUV"
"08:27:08 2017-April-27","30.05","POOR","20.07072602","105.7682033","20.07123828","105.7673833","true","11.89","102.82","SUV"
"08:27:23 2017-April-27","24.82","POOR","20.07123828","105.7673833","20.07169937","105.766556","true","11.76","100.47","SUV"
"08:27:38 2017-April-27","24.03","POOR","20.07169937","105.766556","20.07218455","105.76573525","true","10.71","101.27","SUV"
"08:27:51 2017-April-27","29.14","POOR","20.07218455","105.76573525","20.0727044","105.76489798","true","12.5","104.79","SUV"
"08:28:04 2017-April-27","29.34","POOR","20.0727044","105.76489798","20.07319089","105.76403464","true","12.81","105.14","SUV"
"08:28:18 2017-April-27","26.07","POOR","20.07319089","105.76403464","20.07368454","105.76320685","true","13.94","102.39","SUV"
"08:28:28 2017-April-27","38.59","POOR","20.07368454","105.76320685","20.07428108","105.76239246","true","6.65","107.78","SUV"
"08:28:37 2017-April-27","42.41","POOR","20.07428108","105.76239246","20.07487607","105.7615707","true","10.76","108.29","SUV"
"08:28:47 2017-April-27","38.18","POOR","20.07487607","105.7615707","20.07550199","105.76081364","true","8.28","105.22","SUV"
"08:28:57 2017-April-27","37.32","POOR","20.07550199","105.76081364","20.07618448","105.76012004","true","8.97","104.75","SUV"
"08:29:08 2017-April-27","34.17","POOR","20.07618448","105.76012004","20.07680596","105.75937623","true","10.8","103.86","SUV"
"08:29:19 2017-April-27","33.53","POOR","20.07680596","105.75937623","20.07730368","105.75853745","true","12.31","103.6","SUV"
"08:29:29 2017-April-27","37.78","POOR","20.07730368","105.75853745","20.07784343","105.75769373","true","8.58","106.58","SUV"
"08:29:38 2017-April-27","41.15","POOR","20.07784343","105.75769373","20.07837748","105.75691178","true","13.79","100.92","SUV"
"08:29:47 2017-April-27","41.14","POOR","20.07837748","105.75691178","20.07892842","105.75612833","true","8.36","102.15","SUV"
"08:30:17 2017-April-27","24.72","POOR","20.07941248","105.75536968","20.07996988","105.75455035","true","8.73","105.6","SUV"
"08:30:29 2017-April-27","31.26","POOR","20.07996988","105.75455035","20.08052384","105.75370621","true","10.77","107.5","SUV"
"08:30:40 2017-April-27","32.31","POOR","20.08052384","105.75370621","20.08104494","105.75292326","true","9.94","100.17","SUV"
"08:30:51 2017-April-27","34.06","POOR","20.08104494","105.75292326","20.08164726","105.7521305","true","8.74","106.4","SUV"
"08:31:01 2017-April-27","38.07","POOR","20.08164726","105.7521305","20.08247036","105.75162951","true","9.43","105.11","SUV"
"08:31:12 2017-April-27","33.92","POOR","20.08247036","105.75162951","20.08328312","105.75114621","true","11.94","103.2","SUV"
"08:31:23 2017-April-27","33.87","POOR","20.08328312","105.75114621","20.08412864","105.75067942","true","9.84","105.57","SUV"
"08:31:36 2017-April-27","29.73","POOR","20.08412864","105.75067942","20.08502819","105.75032528","true","8.29","106.25","SUV"
"08:31:51 2017-April-27","26.98","POOR","20.08502819","105.75032528","20.08596445","105.75041807","true","12.34","104.1","SUV"
"08:32:23 2017-April-27","24.48","POOR","20.08669442","105.75067448","20.08730371","105.7499533","true","9.43","101.19","SUV"
"08:32:34 2017-April-27","34.25","POOR","20.08730371","105.7499533","20.087778","105.74906976","true","8.98","106.28","SUV"
"08:32:44 2017-April-27","39.35","POOR","20.087778","105.74906976","20.08801621","105.74805664","true","9.58","109.19","SUV"
"08:32:55 2017-April-27","35.85","POOR","20.08801621","105.74805664","20.08831088","105.74707529","true","8.58","107.7","SUV"
"08:33:04 2017-April-27","40.74","POOR","20.08831088","105.74707529","20.08880822","105.74623743","true","10.51","103.49","SUV"
"08:33:14 2017-April-27","38.89","POOR","20.08880822","105.74623743","20.08934763","105.74537594","true","9.85","108.09","SUV"
"08:33:25 2017-April-27","36.06","POOR","20.08934763","105.74537594","20.08989279","105.74450891","true","9.67","108.93","SUV"
"08:33:36 2017-April-27","33.71","POOR","20.08989279","105.74450891","20.09051599","105.74377181","true","9.41","103.46","SUV"
"08:33:46 2017-April-27","38.14","POOR","20.09051599","105.74377181","20.091244","105.74310461","true","12.08","106.61","SUV"
"08:33:55 2017-April-27","40.56","POOR","20.091244","105.74310461","20.09207209","105.74269574","true","11.87","101.16","SUV"
"08:34:05 2017-April-27","39.34","POOR","20.09207209","105.74269574","20.09296367","105.74227329","true","10.67","108.14","SUV"
"08:34:15 2017-April-27","39.2","POOR","20.09296367","105.74227329","20.09367538","105.74152538","true","11.85","111.02","SUV"
"08:34:25 2017-April-27","40.47","POOR","20.09367538","105.74152538","20.09434748","105.74073496","true","12.02","111.22","SUV"
"08:34:34 2017-April-27","42","POOR","20.09434748","105.74073496","20.09499766","105.7399479","true","11.11","109.35","SUV"
"08:34:42 2017-April-27","45.64","POOR","20.09499766","105.7399479","20.0956344","105.73924759","true","9.16","101.65","SUV"
"08:34:51 2017-April-27","42.14","POOR","20.0956344","105.73924759","20.09631735","105.73856874","true","12.1","103.72","SUV"
"08:35:00 2017-April-27","42.24","POOR","20.09631735","105.73856874","20.09704059","105.73787841","true","10.11","107.81","SUV"
"08:35:09 2017-April-27","41.89","POOR","20.09704059","105.73787841","20.09775912","105.73723845","true","11.88","103.96","SUV"
"08:35:18 2017-April-27","40.28","POOR","20.09775912","105.73723845","20.09844619","105.73655415","true","10.59","104.44","SUV"
"08:35:27 2017-April-27","41.07","POOR","20.09844619","105.73655415","20.09911955","105.73591428","true","11.76","100.18","SUV"
"08:35:36 2017-April-27","40.69","POOR","20.09911955","105.73591428","20.09981868","105.73528077","true","8.76","101.88","SUV"
"08:35:45 2017-April-27","43.77","POOR","20.09981868","105.73528077","20.10065595","105.73474157","true","10.01","108.5","SUV"
"08:35:55 2017-April-27","38.05","POOR","20.10065595","105.73474157","20.10144821","105.73415265","true","9.16","107.17","SUV"
"08:36:04 2017-April-27","40.14","POOR","20.10144821","105.73415265","20.10222098","105.73365083","true","8.54","100.36","SUV"
"08:36:13 2017-April-27","42.72","POOR","20.10222098","105.73365083","20.10309873","105.73320114","true","9","107.95","SUV"
"08:36:23 2017-April-27","38.16","POOR","20.10309873","105.73320114","20.1039645","105.73281574","true","9.44","103.98","SUV"
"08:36:46 2017-April-27","24.86","POOR","20.10439395","105.73266277","20.10528729","105.7323021","true","8.49","105.85","SUV"
"08:36:59 2017-April-27","28.61","POOR","20.10528729","105.7323021","20.10615431","105.73186724","true","8.72","106.21","SUV"
"08:37:14 2017-April-27","26.39","POOR","20.10615431","105.73186724","20.10705709","105.73148076","true","8.68","107.81","SUV"
"08:37:25 2017-April-27","33.26","POOR","20.10705709","105.73148076","20.10790676","105.73104112","true","8.96","104.7","SUV"
"08:37:38 2017-April-27","29.36","POOR","20.10790676","105.73104112","20.10847157","105.73025038","true","11.26","103.67","SUV"
"08:37:49 2017-April-27","33.09","POOR","20.10847157","105.73025038","20.1087227","105.7293142","true","15.95","101.77","SUV"
"08:37:59 2017-April-27","35.16","POOR","20.1087227","105.7293142","20.10877957","105.72835774","true","10.8","100.22","SUV"
"08:38:10 2017-April-27","34.97","POOR","20.10877957","105.72835774","20.10871754","105.72736599","true","11.9","103.94","SUV"
"08:38:20 2017-April-27","38.62","POOR","20.10871754","105.72736599","20.10862488","105.72636704","true","9.66","104.97","SUV"
"08:38:31 2017-April-27","33.56","POOR","20.10862488","105.72636704","20.10854462","105.72538979","true","10.21","102.58","SUV"
"08:38:43 2017-April-27","32.55","POOR","20.10854462","105.72538979","20.10808089","105.7244615","true","11.4","109.82","SUV"
"08:38:54 2017-April-27","33.21","POOR","20.10808089","105.7244615","20.107791","105.72354946","true","9.32","100.63","SUV"
"08:39:05 2017-April-27","35.35","POOR","20.107791","105.72354946","20.1079462","105.72254523","true","10.16","106.42","SUV"
"08:39:16 2017-April-27","35.91","POOR","20.1079462","105.72254523","20.10829543","105.72155415","true","11.52","110.62","SUV"
"08:39:26 2017-April-27","37.37","POOR","20.10829543","105.72155415","20.1086121","105.72062275","true","11.82","103.52","SUV"
"08:39:37 2017-April-27","36.85","POOR","20.1086121","105.72062275","20.10879579","105.71957451","true","11.13","111.49","SUV"
"08:39:47 2017-April-27","38.64","POOR","20.10879579","105.71957451","20.10896032","105.71854823","true","12.35","108.86","SUV"
"08:39:58 2017-April-27","34.42","POOR","20.10896032","105.71854823","20.10923315","105.71760108","true","14.33","103.55","SUV"
"08:40:17 2017-April-27","19.41","POOR","20.10923315","105.71760108","20.10954437","105.7166706","true","9.89","103.22","SUV"
"08:40:33 2017-April-27","23.45","POOR","20.10954437","105.7166706","20.1098794","105.71572496","true","11.33","105.62","SUV"
"08:40:46 2017-April-27","27.62","POOR","20.1098794","105.71572496","20.1102863","105.71484754","true","11.56","102.22","SUV"
"08:40:57 2017-April-27","33.96","POOR","20.1102863","105.71484754","20.11067857","105.71394196","true","13.84","104.18","SUV"
"08:41:08 2017-April-27","33.71","POOR","20.11067857","105.71394196","20.110932","105.71302313","true","10.39","100.1","SUV"
"08:41:18 2017-April-27","37.01","POOR","20.110932","105.71302313","20.11059115","105.71210255","true","9.81","103.4","SUV"
"08:41:28 2017-April-27","38.23","POOR","20.11059115","105.71210255","20.11035155","105.71113989","true","10.61","104.11","SUV"
"08:41:39 2017-April-27","35.04","POOR","20.11035155","105.71113989","20.11075908","105.71021327","true","11.09","106.89","SUV"
"08:41:49 2017-April-27","37.88","POOR","20.11075908","105.71021327","20.1112726","105.7093423","true","9.05","107.37","SUV"
"08:41:58 2017-April-27","40.31","POOR","20.1112726","105.7093423","20.11176767","105.70851585","true","8.25","102.34","SUV"
"08:42:09 2017-April-27","35.21","POOR","20.11176767","105.70851585","20.11236648","105.70771018","true","10.73","107.2","SUV"
"08:42:19 2017-April-27","38.6","POOR","20.11236648","105.70771018","20.11301628","105.70691021","true","8.88","110.33","SUV"
"08:42:30 2017-April-27","34.05","POOR","20.11301628","105.70691021","20.11370716","105.70628685","true","10.39","100.49","SUV"
"08:42:42 2017-April-27","31.23","POOR","20.11370716","105.70628685","20.11463227","105.70600899","true","8.93","106.46","SUV"
"08:42:55 2017-April-27","29.11","POOR","20.11463227","105.70600899","20.11556254","105.70593456","true","9.93","103.28","SUV"
"08:43:10 2017-April-27","26.6","POOR","20.11556254","105.70593456","20.11650399","105.70620278","true","9.24","107.93","SUV"
"08:43:23 2017-April-27","30.34","POOR","20.11650399","105.70620278","20.1172354","105.70690946","true","11.83","109.62","SUV"
