hhid,sector,zone,hhweight,hhsize,food_tot_pc,food_purch_pc,year,indweight
80021,"1. URBAN","2. NORTH EAST",8822.2478099025,10,25784.64,25784.64,2016,88222.48
80022,"1. URBAN","2. NORTH EAST",8822.2478099025,8,60876.79,60876.79,2016,70577.98
80023,"1. URBAN","2. NORTH EAST",8822.2478099025,7,65262.94,65262.94,2016,61755.73
80024,"1. URBAN","2. NORTH EAST",8822.2478099025,6,43017.86,43017.86,2016,52933.49
80025,"1. URBAN","2. NORTH EAST",8822.2478099025,9,83312.7,83312.7,2016,79400.23
80026,"1. URBAN","2. NORTH EAST",8822.2478099025,12,47623.81,47623.81,2016,105867
80027,"1. URBAN","2. NORTH EAST",8822.2478099025,6,101161.3,101161.3,2016,52933.49
80028,"1. URBAN","2. NORTH EAST",8822.2478099025,13,45083.52,45083.52,2016,114689.2
80029,"1. URBAN","2. NORTH EAST",8822.2478099025,6,63084.15,46580.95,2016,52933.49
80030,"1. URBAN","2. NORTH EAST",8822.2478099025,9,29319.93,29319.93,2016,79400.23
80081,"2. RURAL","2. NORTH EAST",3757.2711632813,9,47740.43,20625.4,2016,33815.44
80082,"2. RURAL","2. NORTH EAST",3757.2711632813,12,16499.23,11862.5,2016,45087.25
80083,"2. RURAL","2. NORTH EAST",3757.2711632813,10,44803.48,20857.14,2016,37572.71
80084,"2. RURAL","2. NORTH EAST",3757.2711632813,5,102364.5,57357.14,2016,18786.36
80085,"2. RURAL","2. NORTH EAST",3757.2711632813,6,53316.48,16772.62,2016,22543.63
80086,"2. RURAL","2. NORTH EAST",3757.2711632813,2,81603.58,81603.58,2016,7514.542
80087,"2. RURAL","2. NORTH EAST",3757.2711632813,8,44680.21,27049.11,2016,30058.17
80088,"2. RURAL","2. NORTH EAST",3757.2711632813,14,44838.7,21898.89,2016,52601.8
80089,"2. RURAL","2. NORTH EAST",3757.2711632813,11,41022.22,34035.07,2016,41329.98
80090,"2. RURAL","2. NORTH EAST",3757.2711632813,5,108628.3,100740,2016,18786.36
80091,"2. RURAL","2. NORTH EAST",6011.6338612501,13,45043.4,45043.4,2016,78151.24
80092,"2. RURAL","2. NORTH EAST",6011.6338612501,6,59355.95,59355.95,2016,36069.8
80093,"2. RURAL","2. NORTH EAST",6011.6338612501,2,150171.4,150171.4,2016,12023.27
80095,"2. RURAL","2. NORTH EAST",6011.6338612501,11,88311.04,88311.04,2016,66127.97
80097,"2. RURAL","2. NORTH EAST",6011.6338612501,5,107727.1,107727.1,2016,30058.17
80098,"2. RURAL","2. NORTH EAST",6011.6338612501,9,101331,101331,2016,54104.7
80099,"2. RURAL","2. NORTH EAST",6011.6338612501,12,36422.04,36422.04,2016,72139.61
80100,"2. RURAL","2. NORTH EAST",6011.6338612501,8,91510.71,91510.71,2016,48093.07
80101,"2. RURAL","2. NORTH EAST",3907.5620098126,3,175659,162511.9,2016,11722.69
80102,"2. RURAL","2. NORTH EAST",3907.5620098126,12,31068.45,31068.45,2016,46890.74
80103,"2. RURAL","2. NORTH EAST",3907.5620098126,5,91815.99,86557.14,2016,19537.81
80104,"2. RURAL","2. NORTH EAST",3907.5620098126,10,37837.63,32485,2016,39075.62
80105,"2. RURAL","2. NORTH EAST",3907.5620098126,4,85579.59,57206.96,2016,15630.25
80106,"2. RURAL","2. NORTH EAST",3907.5620098126,3,88797.81,60485.71,2016,11722.69
80107,"2. RURAL","2. NORTH EAST",3907.5620098126,22,59037.05,24838.96,2016,85966.37
80108,"2. RURAL","2. NORTH EAST",3907.5620098126,8,44889.41,28026.79,2016,31260.5
80109,"2. RURAL","2. NORTH EAST",3907.5620098126,7,34581.51,18622.45,2016,27352.93
80110,"2. RURAL","2. NORTH EAST",3907.5620098126,4,151339.3,59051.79,2016,15630.25
80141,"2. RURAL","2. NORTH EAST",3456.6894702188,5,48993.47,23785.93,2016,17283.45
80142,"2. RURAL","2. NORTH EAST",3456.6894702188,6,37971.28,30948.44,2016,20740.14
80143,"2. RURAL","2. NORTH EAST",3456.6894702188,6,42712.5,24985.12,2016,20740.14
80144,"2. RURAL","2. NORTH EAST",3456.6894702188,9,5272.222,2954.762,2016,31110.21
80145,"2. RURAL","2. NORTH EAST",3456.6894702188,4,14175.91,4953.571,2016,13826.76
80146,"2. RURAL","2. NORTH EAST",3456.6894702188,1,59613.09,14115.07,2016,3456.689
80147,"2. RURAL","2. NORTH EAST",3456.6894702188,6,36222.84,31807.14,2016,20740.14
80148,"2. RURAL","2. NORTH EAST",3456.6894702188,7,32282.83,14953.83,2016,24196.83
80149,"2. RURAL","2. NORTH EAST",3456.6894702188,6,36049.03,31633.33,2016,20740.14
80150,"2. RURAL","2. NORTH EAST",3456.6894702188,4,89506.88,46928.57,2016,13826.76
80151,"2. RURAL","2. NORTH EAST",4358.4345494063,8,47450,47450,2016,34867.48
80152,"2. RURAL","2. NORTH EAST",4358.4345494063,2,120450,110021.4,2016,8716.869
80153,"2. RURAL","2. NORTH EAST",4358.4345494063,10,45885.71,45885.71,2016,43584.34
80154,"2. RURAL","2. NORTH EAST",4358.4345494063,3,95597.66,95597.66,2016,13075.3
80155,"2. RURAL","2. NORTH EAST",4358.4345494063,10,42600.71,42600.71,2016,43584.34
80156,"2. RURAL","2. NORTH EAST",4358.4345494063,8,30390.88,17982.77,2016,34867.48
80157,"2. RURAL","2. NORTH EAST",4358.4345494063,2,100302.8,92553.57,2016,8716.869
80158,"2. RURAL","2. NORTH EAST",4358.4345494063,3,121761.8,71795.5,2016,13075.3
80159,"2. RURAL","2. NORTH EAST",4358.4345494063,2,55141.07,55141.07,2016,8716.869
80160,"2. RURAL","2. NORTH EAST",4358.4345494063,5,45155.71,45155.71,2016,21792.17
80201,"2. RURAL","2. NORTH EAST",3840.7660780209,8,83530.84,47645.54,2016,30726.13
80202,"2. RURAL","2. NORTH EAST",3840.7660780209,2,133909.8,99293.96,2016,7681.532
80203,"2. RURAL","2. NORTH EAST",3840.7660780209,6,124882.1,124882.1,2016,23044.6
80204,"2. RURAL","2. NORTH EAST",3840.7660780209,10,142610.7,142610.7,2016,38407.66
80205,"2. RURAL","2. NORTH EAST",3840.7660780209,9,114250.8,114250.8,2016,34566.89
80207,"2. RURAL","2. NORTH EAST",3840.7660780209,2,15642.86,15642.86,2016,7681.532
80208,"2. RURAL","2. NORTH EAST",3840.7660780209,5,90000.03,90000.03,2016,19203.83
80209,"2. RURAL","2. NORTH EAST",3840.7660780209,4,58921.43,58921.43,2016,15363.06
80210,"2. RURAL","2. NORTH EAST",3840.7660780209,3,90035.76,90035.76,2016,11522.3
90001,"1. URBAN","5. SOUTH SOUTH",19294.584151151,4,43894.75,43894.75,2016,77178.34
90002,"1. URBAN","5. SOUTH SOUTH",19294.584151151,2,142137.2,142137.2,2016,38589.17
90003,"1. URBAN","5. SOUTH SOUTH",19294.584151151,1,49222.86,44008.57,2016,19294.58
90004,"1. URBAN","5. SOUTH SOUTH",19294.584151151,9,17543.86,17543.86,2016,173651.3
90005,"1. URBAN","5. SOUTH SOUTH",19294.584151151,5,88341.59,88341.59,2016,96472.92
90006,"1. URBAN","5. SOUTH SOUTH",19294.584151151,4,71566.31,70425.69,2016,77178.34
90007,"2. RURAL","5. SOUTH SOUTH",19294.584151151,5,115154.9,42789.7,2016,96472.92
90008,"1. URBAN","5. SOUTH SOUTH",19294.584151151,3,54750,54750,2016,57883.75
90009,"1. URBAN","5. SOUTH SOUTH",19294.584151151,6,88249.28,74424.2,2016,115767.5
90010,"1. URBAN","5. SOUTH SOUTH",19294.584151151,5,187903.6,115135.3,2016,96472.92
90011,"2. RURAL","5. SOUTH SOUTH",6431.5280503837,5,109524.9,91910.48,2016,32157.64
90013,"2. RURAL","5. SOUTH SOUTH",6431.5280503837,3,90857.19,83904.8,2016,19294.58
90014,"2. RURAL","5. SOUTH SOUTH",6431.5280503837,7,82329.17,64682.79,2016,45020.7
90015,"2. RURAL","5. SOUTH SOUTH",6431.5280503837,2,43493.77,34057.19,2016,12863.06
90016,"2. RURAL","5. SOUTH SOUTH",6431.5280503837,4,138073.7,136083.2,2016,25726.11
90017,"1. URBAN","5. SOUTH SOUTH",6431.5280503837,5,130090,130090,2016,32157.64
90018,"2. RURAL","5. SOUTH SOUTH",6431.5280503837,3,83091.02,65006.15,2016,19294.58
90019,"2. RURAL","5. SOUTH SOUTH",6431.5280503837,7,55866.5,24954.08,2016,45020.7
90020,"2. RURAL","5. SOUTH SOUTH",6431.5280503837,4,51069.98,40736.61,2016,25726.11
90021,"1. URBAN","5. SOUTH SOUTH",4692.9889588206,5,61723.36,49560.25,2016,23464.95
90022,"1. URBAN","5. SOUTH SOUTH",4692.9889588206,4,91626.57,73209.29,2016,18771.96
90024,"1. URBAN","5. SOUTH SOUTH",4692.9889588206,2,56103.36,56103.36,2016,9385.978
90025,"1. URBAN","5. SOUTH SOUTH",4692.9889588206,12,19916.71,15270.41,2016,56315.87
90026,"1. URBAN","5. SOUTH SOUTH",4692.9889588206,3,21999.32,21999.32,2016,14078.97
90027,"1. URBAN","5. SOUTH SOUTH",4692.9889588206,6,75056.29,44451.69,2016,28157.93
90028,"1. URBAN","5. SOUTH SOUTH",4692.9889588206,4,137825.7,90598.21,2016,18771.96
90029,"1. URBAN","5. SOUTH SOUTH",4692.9889588206,3,75100.38,63565.05,2016,14078.97
90030,"1. URBAN","5. SOUTH SOUTH",4692.9889588206,1,106887.8,59408.1,2016,4692.989
90031,"1. URBAN","5. SOUTH SOUTH",5663.5844025767,3,39804.3,35515.08,2016,16990.75
90032,"1. URBAN","5. SOUTH SOUTH",5663.5844025767,7,63243.91,33296.94,2016,39645.09
90033,"1. URBAN","5. SOUTH SOUTH",5663.5844025767,2,102345,90627.37,2016,11327.17
90034,"1. URBAN","5. SOUTH SOUTH",5663.5844025767,2,137830.4,,2016,11327.17
90035,"1. URBAN","5. SOUTH SOUTH",5663.5844025767,3,57550.5,49419.84,2016,16990.75
90036,"1. URBAN","5. SOUTH SOUTH",5663.5844025767,4,86654.45,39106.4,2016,22654.34
90037,"1. URBAN","5. SOUTH SOUTH",5663.5844025767,10,45430.84,45430.84,2016,56635.84
90038,"1. URBAN","5. SOUTH SOUTH",5663.5844025767,4,89497.19,82928.52,2016,22654.34
90039,"1. URBAN","5. SOUTH SOUTH",5663.5844025767,6,121322.4,81013.37,2016,33981.51
90040,"1. URBAN","5. SOUTH SOUTH",5663.5844025767,1,161759.3,107414.3,2016,5663.584
90041,"2. RURAL","5. SOUTH SOUTH",3626.4005590887,9,33406.64,30182.34,2016,32637.61
90042,"2. RURAL","5. SOUTH SOUTH",3626.4005590887,2,121636,89931.09,2016,7252.801
90043,"2. RURAL","5. SOUTH SOUTH",3626.4005590887,6,62286.38,62286.38,2016,21758.4
90044,"2. RURAL","5. SOUTH SOUTH",3626.4005590887,3,84096.45,40737.09,2016,10879.2
90045,"2. RURAL","5. SOUTH SOUTH",3626.4005590887,1,166234.1,141870.5,2016,3626.401
90046,"2. RURAL","5. SOUTH SOUTH",3626.4005590887,1,149470.3,68567.86,2016,3626.401
90047,"2. RURAL","5. SOUTH SOUTH",3626.4005590887,4,113254.3,113254.3,2016,14505.6
90048,"2. RURAL","5. SOUTH SOUTH",3626.4005590887,2,57944.57,31025,2016,7252.801
90049,"2. RURAL","5. SOUTH SOUTH",3626.4005590887,1,146521.4,101417.9,2016,3626.401
90051,"1. URBAN","5. SOUTH SOUTH",4199.6918239446,4,89513.71,33765.4,2016,16798.77
90052,"2. RURAL","5. SOUTH SOUTH",4199.6918239446,1,138506.1,55790.25,2016,4199.692
90054,"2. RURAL","5. SOUTH SOUTH",4199.6918239446,1,69296.69,36905.55,2016,4199.692
90055,"2. RURAL","5. SOUTH SOUTH",4199.6918239446,1,596570.2,36552.14,2016,4199.692
90057,"2. RURAL","5. SOUTH SOUTH",4199.6918239446,8,63241.09,42297.5,2016,33597.54
90058,"2. RURAL","5. SOUTH SOUTH",4199.6918239446,8,74585.86,52393.64,2016,33597.54
90059,"2. RURAL","5. SOUTH SOUTH",4199.6918239446,7,34493,7597.959,2016,29397.84
90060,"2. RURAL","5. SOUTH SOUTH",4199.6918239446,4,71726.97,30805.42,2016,16798.77
90061,"2. RURAL","5. SOUTH SOUTH",2207.8379874452,1,107791.4,39420,2016,2207.838
90062,"2. RURAL","5. SOUTH SOUTH",2207.8379874452,2,190333,123184,2016,4415.676
90063,"2. RURAL","5. SOUTH SOUTH",2207.8379874452,7,44531.96,8193.877,2016,15454.87
90064,"2. RURAL","5. SOUTH SOUTH",2207.8379874452,9,39884.75,21001.34,2016,19870.54
90065,"2. RURAL","5. SOUTH SOUTH",2207.8379874452,7,24545.29,9802.857,2016,15454.87
90066,"2. RURAL","5. SOUTH SOUTH",2207.8379874452,9,59021.86,30233.21,2016,19870.54
90067,"2. RURAL","5. SOUTH SOUTH",2207.8379874452,16,69628.91,40954.7,2016,35325.41
90068,"2. RURAL","5. SOUTH SOUTH",2207.8379874452,7,20712.6,12880.11,2016,15454.87
90069,"2. RURAL","5. SOUTH SOUTH",2207.8379874452,5,38322.12,15538.57,2016,11039.19
90070,"2. RURAL","5. SOUTH SOUTH",2207.8379874452,6,50045.35,19119.05,2016,13247.03
90071,"2. RURAL","5. SOUTH SOUTH",1343.9013836623,6,70522.77,56316.74,2016,8063.408
90072,"2. RURAL","5. SOUTH SOUTH",1343.9013836623,5,161067.7,57795.14,2016,6719.507
90073,"2. RURAL","5. SOUTH SOUTH",1343.9013836623,2,127519.1,127519.1,2016,2687.803
90074,"2. RURAL","5. SOUTH SOUTH",1343.9013836623,9,85887.47,66374.45,2016,12095.11
90075,"2. RURAL","5. SOUTH SOUTH",1343.9013836623,1,240396.6,202881.5,2016,1343.901
90076,"2. RURAL","5. SOUTH SOUTH",1343.9013836623,7,76608.93,49862.52,2016,9407.31
90077,"2. RURAL","5. SOUTH SOUTH",1343.9013836623,5,74945.3,49753.07,2016,6719.507
90078,"2. RURAL","5. SOUTH SOUTH",1343.9013836623,3,153314.5,61633.27,2016,4031.704
90079,"2. RURAL","5. SOUTH SOUTH",1343.9013836623,7,109895.8,25569.9,2016,9407.31
90080,"2. RURAL","5. SOUTH SOUTH",1343.9013836623,2,826429.5,63875,2016,2687.803
90081,"2. RURAL","5. SOUTH SOUTH",3263.7605031798,2,139417,88577.72,2016,6527.521
90082,"2. RURAL","5. SOUTH SOUTH",3263.7605031798,2,102360.9,64872.52,2016,6527.521
90083,"2. RURAL","5. SOUTH SOUTH",3263.7605031798,6,20617.92,8516.667,2016,19582.56
90084,"2. RURAL","5. SOUTH SOUTH",3263.7605031798,4,126593.2,69537.78,2016,13055.04
90085,"2. RURAL","5. SOUTH SOUTH",3263.7605031798,9,46728.24,13952.17,2016,29373.84
90086,"2. RURAL","5. SOUTH SOUTH",3263.7605031798,6,84295.46,43886.91,2016,19582.56
90087,"2. RURAL","5. SOUTH SOUTH",3263.7605031798,7,150676.7,64665.84,2016,22846.32
90088,"2. RURAL","5. SOUTH SOUTH",3263.7605031798,2,96126.79,35978.57,2016,6527.521
90089,"2. RURAL","5. SOUTH SOUTH",3263.7605031798,3,112703.7,101783.9,2016,9791.281
90090,"2. RURAL","5. SOUTH SOUTH",3263.7605031798,3,188512.4,118742.1,2016,9791.281
90091,"2. RURAL","5. SOUTH SOUTH",1535.887295614,5,41449.8,17218.3,2016,7679.437
90092,"2. RURAL","5. SOUTH SOUTH",1535.887295614,8,159528.1,81003.86,2016,12287.1
90093,"2. RURAL","5. SOUTH SOUTH",1535.887295614,7,72492.2,22944.59,2016,10751.21
90094,"2. RURAL","5. SOUTH SOUTH",1535.887295614,4,9360.707,7195.37,2016,6143.549
90095,"2. RURAL","5. SOUTH SOUTH",1535.887295614,5,59517.26,22522.06,2016,7679.437
90096,"2. RURAL","5. SOUTH SOUTH",1535.887295614,4,44598.87,19333.21,2016,6143.549
90097,"2. RURAL","5. SOUTH SOUTH",1535.887295614,7,18605.58,8958.64,2016,10751.21
90098,"2. RURAL","5. SOUTH SOUTH",1535.887295614,1,61264.85,23855.36,2016,1535.887
90099,"2. RURAL","5. SOUTH SOUTH",1535.887295614,3,50550.25,18764.47,2016,4607.662
90100,"2. RURAL","5. SOUTH SOUTH",1535.887295614,5,83610.48,59077.22,2016,7679.437
90101,"2. RURAL","5. SOUTH SOUTH",1823.8661635417,5,53720.89,23769.84,2016,9119.331
90102,"2. RURAL","5. SOUTH SOUTH",1823.8661635417,11,36792.18,34199.19,2016,20062.53
90103,"2. RURAL","5. SOUTH SOUTH",1823.8661635417,9,29570.62,25492.06,2016,16414.79
90104,"2. RURAL","5. SOUTH SOUTH",1823.8661635417,7,60082.8,54335.97,2016,12767.06
90105,"2. RURAL","5. SOUTH SOUTH",1823.8661635417,1,98974.98,,2016,1823.866
90106,"2. RURAL","5. SOUTH SOUTH",1823.8661635417,6,83275.48,55306.46,2016,10943.2
90107,"2. RURAL","5. SOUTH SOUTH",1823.8661635417,9,23585.45,17438.89,2016,16414.79
90108,"2. RURAL","5. SOUTH SOUTH",1823.8661635417,7,26547.97,9176.948,2016,12767.06
90109,"2. RURAL","5. SOUTH SOUTH",1823.8661635417,4,72758.93,45103.57,2016,7295.465
90110,"2. RURAL","5. SOUTH SOUTH",1823.8661635417,2,71445.49,50820.12,2016,3647.732
90112,"2. RURAL","5. SOUTH SOUTH",4373.012438901,8,83741.02,23529.46,2016,34984.1
90113,"2. RURAL","5. SOUTH SOUTH",4373.012438901,11,28646.19,7768.916,2016,48103.14
90114,"2. RURAL","5. SOUTH SOUTH",4373.012438901,5,29904.18,21039.89,2016,21865.06
90115,"2. RURAL","5. SOUTH SOUTH",4373.012438901,6,50891,17219.56,2016,26238.07
90116,"2. RURAL","5. SOUTH SOUTH",4373.012438901,7,60349.57,21229.59,2016,30611.09
90117,"2. RURAL","5. SOUTH SOUTH",4373.012438901,1,64624.69,20857.14,2016,4373.012
90118,"2. RURAL","5. SOUTH SOUTH",4373.012438901,9,78111.43,27114.29,2016,39357.11
90119,"2. RURAL","5. SOUTH SOUTH",4373.012438901,3,135022.3,127480,2016,13119.04
90120,"2. RURAL","5. SOUTH SOUTH",4373.012438901,7,57103.41,29230.57,2016,30611.09
90121,"2. RURAL","5. SOUTH SOUTH",2111.8450314693,6,69006.05,23712.89,2016,12671.07
90122,"2. RURAL","5. SOUTH SOUTH",2111.8450314693,6,59795.26,12514.29,2016,12671.07
90123,"2. RURAL","5. SOUTH SOUTH",2111.8450314693,6,37766.82,21220.4,2016,12671.07
90124,"2. RURAL","5. SOUTH SOUTH",2111.8450314693,14,32625.91,9292.862,2016,29565.83
90125,"2. RURAL","5. SOUTH SOUTH",2111.8450314693,1,152583.5,500.5714,2016,2111.845
90126,"2. RURAL","5. SOUTH SOUTH",2111.8450314693,9,56553.12,32499.78,2016,19006.61
90127,"2. RURAL","5. SOUTH SOUTH",2111.8450314693,6,56250.03,19032.14,2016,12671.07
90128,"2. RURAL","5. SOUTH SOUTH",2111.8450314693,8,45621.54,26852.43,2016,16894.76
90129,"2. RURAL","5. SOUTH SOUTH",2111.8450314693,15,51347.93,16164.29,2016,31677.68
90130,"2. RURAL","5. SOUTH SOUTH",2111.8450314693,6,17826.62,13774.41,2016,12671.07
100001,"2. RURAL","5. SOUTH SOUTH",1516.68611509,1,237986.7,215572.6,2016,1516.686
100002,"2. RURAL","5. SOUTH SOUTH",1516.68611509,5,91605.89,57645.44,2016,7583.431
100003,"2. RURAL","5. SOUTH SOUTH",1516.68611509,4,73111.3,31380.59,2016,6066.745
100004,"2. RURAL","5. SOUTH SOUTH",1516.68611509,6,169986.1,150495.5,2016,9100.116
100005,"2. RURAL","5. SOUTH SOUTH",1516.68611509,7,75858.59,36658.97,2016,10616.8
100006,"2. RURAL","5. SOUTH SOUTH",1516.68611509,1,126802.6,121387.8,2016,1516.686
100007,"2. RURAL","5. SOUTH SOUTH",1516.68611509,8,44311.04,23735.86,2016,12133.49
100008,"2. RURAL","5. SOUTH SOUTH",1516.68611509,4,160389.3,151275.8,2016,6066.745
100009,"2. RURAL","5. SOUTH SOUTH",1516.68611509,1,167232.5,121623.2,2016,1516.686
100013,"2. RURAL","5. SOUTH SOUTH",5687.5729315875,3,106078.1,69499.48,2016,17062.72
100014,"2. RURAL","5. SOUTH SOUTH",5687.5729315875,4,54053.01,32928.21,2016,22750.29
100015,"2. RURAL","5. SOUTH SOUTH",5687.5729315875,9,92463.28,70575.51,2016,51188.16
100016,"2. RURAL","5. SOUTH SOUTH",5687.5729315875,1,67785.72,66482.14,2016,5687.573
100017,"2. RURAL","5. SOUTH SOUTH",5687.5729315875,1,203317.7,65643.63,2016,5687.573
100018,"2. RURAL","5. SOUTH SOUTH",5687.5729315875,2,104546.7,100207.3,2016,11375.15
100019,"2. RURAL","5. SOUTH SOUTH",5687.5729315875,2,176252.5,73314.24,2016,11375.15
100020,"2. RURAL","5. SOUTH SOUTH",5687.5729315875,6,33009.32,33009.32,2016,34125.44
100021,"2. RURAL","5. SOUTH SOUTH",2780.5912109984,6,62618.14,25480.48,2016,16683.55
100022,"1. URBAN","5. SOUTH SOUTH",2780.5912109984,1,187583.9,187583.9,2016,2780.591
100024,"1. URBAN","5. SOUTH SOUTH",2780.5912109984,8,85670.09,17283.34,2016,22244.73
100025,"1. URBAN","5. SOUTH SOUTH",2780.5912109984,4,95008.27,53336.56,2016,11122.37
100026,"1. URBAN","5. SOUTH SOUTH",2780.5912109984,1,126613.7,73363.19,2016,2780.591
100027,"1. URBAN","5. SOUTH SOUTH",2780.5912109984,1,320456.3,174206.2,2016,2780.591
100028,"1. URBAN","5. SOUTH SOUTH",2780.5912109984,6,47290.12,41506.17,2016,16683.55
100029,"1. URBAN","5. SOUTH SOUTH",2780.5912109984,5,50275.64,29120.74,2016,13902.96
100030,"1. URBAN","5. SOUTH SOUTH",2780.5912109984,1,188459.8,132369.9,2016,2780.591
100031,"2. RURAL","5. SOUTH SOUTH",3412.5437589525,7,92778.09,55977.59,2016,23887.81
100032,"2. RURAL","5. SOUTH SOUTH",3412.5437589525,6,108968.5,47450,2016,20475.26
100033,"2. RURAL","5. SOUTH SOUTH",3412.5437589525,1,134974,83602.38,2016,3412.544
100034,"2. RURAL","5. SOUTH SOUTH",3412.5437589525,5,88258.36,69819.29,2016,17062.72
100035,"2. RURAL","5. SOUTH SOUTH",3412.5437589525,7,44419.72,23197.2,2016,23887.81
100036,"2. RURAL","5. SOUTH SOUTH",3412.5437589525,2,196819.7,67745.53,2016,6825.087
100037,"2. RURAL","5. SOUTH SOUTH",3412.5437589525,1,265294.5,220620.6,2016,3412.544
100038,"2. RURAL","5. SOUTH SOUTH",3412.5437589525,1,229007.6,186841.9,2016,3412.544
100039,"2. RURAL","5. SOUTH SOUTH",3412.5437589525,2,167326.4,61296.85,2016,6825.087
100040,"2. RURAL","5. SOUTH SOUTH",3412.5437589525,6,69890.76,18646.23,2016,20475.26
100041,"2. RURAL","5. SOUTH SOUTH",4095.052510743,3,30590.48,30590.48,2016,12285.16
100042,"2. RURAL","5. SOUTH SOUTH",4095.052510743,8,34590.42,21826.31,2016,32760.42
100043,"2. RURAL","5. SOUTH SOUTH",4095.052510743,6,80540.58,19597.02,2016,24570.31
100044,"2. RURAL","5. SOUTH SOUTH",4095.052510743,1,147644.2,112765.6,2016,4095.052
100045,"2. RURAL","5. SOUTH SOUTH",4095.052510743,3,83423.77,45753.62,2016,12285.16
100046,"2. RURAL","5. SOUTH SOUTH",4095.052510743,7,67451.41,55457.65,2016,28665.37
100047,"2. RURAL","5. SOUTH SOUTH",4095.052510743,1,322614.2,136821.1,2016,4095.052
100048,"2. RURAL","5. SOUTH SOUTH",4095.052510743,3,100520.2,57635.24,2016,12285.16
100049,"2. RURAL","5. SOUTH SOUTH",4095.052510743,6,73028.51,37538.48,2016,24570.31
100050,"2. RURAL","5. SOUTH SOUTH",4095.052510743,6,75425.44,32892.82,2016,24570.31
100053,"2. RURAL","5. SOUTH SOUTH",9425.1208580594,1,228035.7,223696.4,2016,9425.121
100054,"2. RURAL","5. SOUTH SOUTH",9425.1208580594,4,57880.79,57880.79,2016,37700.48
100055,"2. RURAL","5. SOUTH SOUTH",9425.1208580594,4,82568.36,54294.95,2016,37700.48
100056,"2. RURAL","5. SOUTH SOUTH",9425.1208580594,8,29317.12,29317.12,2016,75400.97
100057,"2. RURAL","5. SOUTH SOUTH",9425.1208580594,2,162077.4,141350.6,2016,18850.24
100058,"2. RURAL","5. SOUTH SOUTH",9425.1208580594,5,57534.08,55031.23,2016,47125.61
100059,"2. RURAL","5. SOUTH SOUTH",9425.1208580594,6,93573.84,92704.79,2016,56550.73
100061,"2. RURAL","5. SOUTH SOUTH",8815.7380439607,7,142199.3,99263.77,2016,61710.17
100063,"2. RURAL","5. SOUTH SOUTH",8815.7380439607,7,65609.61,52840.48,2016,61710.17
100064,"2. RURAL","5. SOUTH SOUTH",8815.7380439607,1,337203.8,321845.3,2016,8815.738
100065,"2. RURAL","5. SOUTH SOUTH",8815.7380439607,5,54814.85,41001.46,2016,44078.69
100066,"2. RURAL","5. SOUTH SOUTH",8815.7380439607,4,75194.44,72540.39,2016,35262.95
100067,"2. RURAL","5. SOUTH SOUTH",8815.7380439607,6,64414.78,60938.58,2016,52894.43
100068,"2. RURAL","5. SOUTH SOUTH",8815.7380439607,1,225571.1,208343.7,2016,8815.738
100070,"2. RURAL","5. SOUTH SOUTH",8815.7380439607,12,80420.48,80420.48,2016,105788.9
100071,"2. RURAL","5. SOUTH SOUTH",7507.5962696956,3,97318.23,97318.23,2016,22522.79
100072,"2. RURAL","5. SOUTH SOUTH",7507.5962696956,8,107331.7,107331.7,2016,60060.77
100073,"2. RURAL","5. SOUTH SOUTH",7507.5962696956,6,82686.15,76823.8,2016,45045.58
100074,"2. RURAL","5. SOUTH SOUTH",7507.5962696956,5,59526.29,59526.29,2016,37537.98
100075,"2. RURAL","5. SOUTH SOUTH",7507.5962696956,7,77471.54,75826.01,2016,52553.18
100076,"2. RURAL","5. SOUTH SOUTH",7507.5962696956,4,145739.3,145739.3,2016,30030.38
100077,"2. RURAL","5. SOUTH SOUTH",7507.5962696956,3,104929.9,104328.2,2016,22522.79
100078,"2. RURAL","5. SOUTH SOUTH",7507.5962696956,2,207789.3,207789.3,2016,15015.19
100079,"2. RURAL","5. SOUTH SOUTH",7507.5962696956,4,160817.2,160366,2016,30030.38
100080,"2. RURAL","5. SOUTH SOUTH",7507.5962696956,3,125566.6,115480.7,2016,22522.79
100082,"2. RURAL","5. SOUTH SOUTH",10522.009923437,2,259150,259150,2016,21044.02
100083,"2. RURAL","5. SOUTH SOUTH",10522.009923437,8,20868.98,14469.64,2016,84176.08
100085,"2. RURAL","5. SOUTH SOUTH",10522.009923437,7,42361.56,34600.51,2016,73654.07
100086,"2. RURAL","5. SOUTH SOUTH",10522.009923437,2,106640.6,101852.2,2016,21044.02
100087,"2. RURAL","5. SOUTH SOUTH",10522.009923437,1,68339.16,,2016,10522.01
100088,"2. RURAL","5. SOUTH SOUTH",10522.009923437,7,76697.21,76697.21,2016,73654.07
100089,"2. RURAL","5. SOUTH SOUTH",10522.009923437,4,118298.8,110371.6,2016,42088.04
100090,"2. RURAL","5. SOUTH SOUTH",10522.009923437,2,107057.5,88095.13,2016,21044.02
100091,"1. URBAN","5. SOUTH SOUTH",10616.80280563,1,249326.2,247521.2,2016,10616.8
100092,"1. URBAN","5. SOUTH SOUTH",10616.80280563,11,69424.83,56661.13,2016,116784.8
100093,"1. URBAN","5. SOUTH SOUTH",10616.80280563,3,237423.8,237423.8,2016,31850.41
100094,"1. URBAN","5. SOUTH SOUTH",10616.80280563,10,101623.5,91771.43,2016,106168
