hhid,sector,zone,hhweight,hhsize,food_tot_pc,food_purch_pc,year,indweight
100095,"1. URBAN","5. SOUTH SOUTH",10616.80280563,5,391094.6,374408.9,2016,53084.02
100096,"1. URBAN","5. SOUTH SOUTH",10616.80280563,5,71189.62,62666.27,2016,53084.02
100097,"1. URBAN","5. SOUTH SOUTH",10616.80280563,4,140596.5,130168,2016,42467.21
100098,"1. URBAN","5. SOUTH SOUTH",10616.80280563,6,43022.18,41133.67,2016,63700.82
100100,"1. URBAN","5. SOUTH SOUTH",10616.80280563,1,283494.6,282592.1,2016,10616.8
100101,"2. RURAL","5. SOUTH SOUTH",19565.250884661,1,181495.1,129484.6,2016,19565.25
100102,"2. RURAL","5. SOUTH SOUTH",19565.250884661,7,84951.52,68232.65,2016,136956.8
100103,"2. RURAL","5. SOUTH SOUTH",19565.250884661,12,76476.19,76476.19,2016,234783
100104,"2. RURAL","5. SOUTH SOUTH",19565.250884661,7,29293.43,23347.5,2016,136956.8
100105,"2. RURAL","5. SOUTH SOUTH",19565.250884661,3,107168.3,83658,2016,58695.75
100106,"2. RURAL","5. SOUTH SOUTH",19565.250884661,1,116883.4,115981,2016,19565.25
100107,"2. RURAL","5. SOUTH SOUTH",19565.250884661,2,89012.5,75888.72,2016,39130.5
100108,"2. RURAL","5. SOUTH SOUTH",19565.250884661,3,64463.27,51882.14,2016,58695.75
100109,"2. RURAL","5. SOUTH SOUTH",19565.250884661,3,185198,185198,2016,58695.75
100110,"2. RURAL","5. SOUTH SOUTH",19565.250884661,1,152526.2,111505.4,2016,19565.25
100111,"1. URBAN","5. SOUTH SOUTH",7678.2234576432,6,76074.85,76074.85,2016,46069.34
100112,"1. URBAN","5. SOUTH SOUTH",7678.2234576432,6,152516.4,142263.1,2016,46069.34
100113,"1. URBAN","5. SOUTH SOUTH",7678.2234576432,4,149861.2,149861.2,2016,30712.89
100115,"1. URBAN","5. SOUTH SOUTH",7678.2234576432,3,83553.34,70235.91,2016,23034.67
100117,"1. URBAN","5. SOUTH SOUTH",7678.2234576432,7,158488.4,120506.8,2016,53747.56
100118,"1. URBAN","5. SOUTH SOUTH",7678.2234576432,6,90924.1,90924.1,2016,46069.34
100119,"1. URBAN","5. SOUTH SOUTH",7678.2234576432,5,209453.2,209092.2,2016,38391.12
100120,"1. URBAN","5. SOUTH SOUTH",7678.2234576432,11,168915.8,168669.6,2016,84460.46
100122,"1. URBAN","5. SOUTH SOUTH",19969.700515352,5,106162.9,106162.9,2016,99848.5
100123,"1. URBAN","5. SOUTH SOUTH",19969.700515352,8,58595.54,58595.54,2016,159757.6
100124,"1. URBAN","5. SOUTH SOUTH",19969.700515352,1,257064.3,257064.3,2016,19969.7
100125,"1. URBAN","5. SOUTH SOUTH",19969.700515352,2,139957.2,139506,2016,39939.4
100126,"1. URBAN","5. SOUTH SOUTH",19969.700515352,3,238429.9,237828.3,2016,59909.1
100127,"1. URBAN","5. SOUTH SOUTH",19969.700515352,4,100436.5,94639.29,2016,79878.8
100128,"1. URBAN","5. SOUTH SOUTH",19969.700515352,9,94320.63,94320.63,2016,179727.3
100129,"1. URBAN","5. SOUTH SOUTH",19969.700515352,1,212556,212556,2016,19969.7
100130,"1. URBAN","5. SOUTH SOUTH",19969.700515352,6,129661.9,129661.9,2016,119818.2
100131,"2. RURAL","5. SOUTH SOUTH",13325.170868291,8,76006.79,73283.92,2016,106601.4
100132,"2. RURAL","5. SOUTH SOUTH",13325.170868291,4,171942.2,171491,2016,53300.68
100133,"2. RURAL","5. SOUTH SOUTH",13325.170868291,5,713041,712319,2016,66625.85
100134,"2. RURAL","5. SOUTH SOUTH",13325.170868291,2,239205.3,239205.3,2016,26650.34
100135,"2. RURAL","5. SOUTH SOUTH",13325.170868291,3,172864.5,172262.9,2016,39975.51
100136,"2. RURAL","5. SOUTH SOUTH",13325.170868291,2,225713.6,225713.6,2016,26650.34
100138,"2. RURAL","5. SOUTH SOUTH",13325.170868291,7,76352.05,76352.05,2016,93276.2
110001,"1. URBAN","4. SOUTH EAST",3618.3414437766,1,223755.4,223755.4,2016,3618.342
110002,"1. URBAN","4. SOUTH EAST",3618.3414437766,9,31699.35,31699.35,2016,32565.07
110003,"1. URBAN","4. SOUTH EAST",3618.3414437766,4,132046.7,121845.2,2016,14473.37
110004,"1. URBAN","4. SOUTH EAST",3618.3414437766,8,81269.19,80226.13,2016,28946.73
110005,"1. URBAN","4. SOUTH EAST",3618.3414437766,7,83584.25,83584.25,2016,25328.39
110006,"1. URBAN","4. SOUTH EAST",3618.3414437766,3,95656.2,95656.2,2016,10855.02
110007,"1. URBAN","4. SOUTH EAST",3618.3414437766,7,72712.5,55653.81,2016,25328.39
110008,"1. URBAN","4. SOUTH EAST",3618.3414437766,1,275149.2,275149.2,2016,3618.342
110009,"1. URBAN","4. SOUTH EAST",3618.3414437766,9,42308.32,41470.95,2016,32565.07
110010,"1. URBAN","4. SOUTH EAST",3618.3414437766,6,66019.81,65866.45,2016,21710.05
110011,"2. RURAL","4. SOUTH EAST",4445.3909166399,8,91862.18,91862.18,2016,35563.13
110012,"2. RURAL","4. SOUTH EAST",4445.3909166399,5,47856.8,33285.91,2016,22226.96
110013,"2. RURAL","4. SOUTH EAST",4445.3909166399,7,41429.74,25637.9,2016,31117.74
110014,"2. RURAL","4. SOUTH EAST",4445.3909166399,5,87571.98,87571.98,2016,22226.96
110015,"2. RURAL","4. SOUTH EAST",4445.3909166399,5,55959.71,55959.71,2016,22226.96
110016,"2. RURAL","4. SOUTH EAST",4445.3909166399,5,68023.7,41859.27,2016,22226.96
110017,"2. RURAL","4. SOUTH EAST",4445.3909166399,7,160634.8,30403.01,2016,31117.74
110018,"2. RURAL","4. SOUTH EAST",4445.3909166399,5,69952.02,45782.73,2016,22226.96
110019,"2. RURAL","4. SOUTH EAST",4445.3909166399,3,129854.9,56380.91,2016,13336.17
110020,"2. RURAL","4. SOUTH EAST",4445.3909166399,8,111480.7,29470.49,2016,35563.13
110021,"2. RURAL","4. SOUTH EAST",2377.7672344818,4,114665.8,37040.98,2016,9511.069
110022,"2. RURAL","4. SOUTH EAST",2377.7672344818,8,31447.25,18022.04,2016,19022.14
110023,"2. RURAL","4. SOUTH EAST",2377.7672344818,5,81983.56,22318.45,2016,11888.84
110024,"2. RURAL","4. SOUTH EAST",2377.7672344818,4,35846.75,24768.64,2016,9511.069
110025,"2. RURAL","4. SOUTH EAST",2377.7672344818,6,68944.07,28522.14,2016,14266.6
110026,"2. RURAL","4. SOUTH EAST",2377.7672344818,5,68113.42,32225.59,2016,11888.84
110027,"2. RURAL","4. SOUTH EAST",2377.7672344818,6,27769.52,13133.05,2016,14266.6
110028,"2. RURAL","4. SOUTH EAST",2377.7672344818,6,126862.7,71175,2016,14266.6
110029,"2. RURAL","4. SOUTH EAST",2377.7672344818,5,46558,19931.09,2016,11888.84
110030,"2. RURAL","4. SOUTH EAST",2377.7672344818,7,81534.13,23184.95,2016,16644.37
110031,"2. RURAL","4. SOUTH EAST",2274.3860503739,5,69213.22,27498.49,2016,11371.93
110032,"2. RURAL","4. SOUTH EAST",2274.3860503739,6,41020.63,23393.02,2016,13646.32
110033,"2. RURAL","4. SOUTH EAST",2274.3860503739,5,79063.47,79063.47,2016,11371.93
110034,"2. RURAL","4. SOUTH EAST",2274.3860503739,12,25147.4,25147.4,2016,27292.63
110035,"2. RURAL","4. SOUTH EAST",2274.3860503739,11,27028.01,14892.95,2016,25018.25
110036,"2. RURAL","4. SOUTH EAST",2274.3860503739,3,125112,44512.62,2016,6823.158
110037,"2. RURAL","4. SOUTH EAST",2274.3860503739,1,126604.1,65004.76,2016,2274.386
110038,"2. RURAL","4. SOUTH EAST",2274.3860503739,6,34727.47,9277.155,2016,13646.32
110039,"2. RURAL","4. SOUTH EAST",2274.3860503739,7,90746.48,33237.35,2016,15920.7
110040,"2. RURAL","4. SOUTH EAST",2274.3860503739,1,207648,126237.9,2016,2274.386
110041,"2. RURAL","4. SOUTH EAST",2274.3860503739,8,30143.95,18066.2,2016,18195.09
110042,"2. RURAL","4. SOUTH EAST",2274.3860503739,9,44373.45,31601.41,2016,20469.47
110043,"2. RURAL","4. SOUTH EAST",2274.3860503739,8,36834.06,25949.24,2016,18195.09
110044,"2. RURAL","4. SOUTH EAST",2274.3860503739,5,33632.71,16808.77,2016,11371.93
110045,"2. RURAL","4. SOUTH EAST",2274.3860503739,7,50359.95,28634.38,2016,15920.7
110046,"2. RURAL","4. SOUTH EAST",2274.3860503739,10,87497.85,30693.89,2016,22743.86
110047,"2. RURAL","4. SOUTH EAST",2274.3860503739,3,55696.47,30089.9,2016,6823.158
110048,"2. RURAL","4. SOUTH EAST",2274.3860503739,6,90165.22,70327.95,2016,13646.32
110049,"2. RURAL","4. SOUTH EAST",2274.3860503739,7,41761.27,15172.02,2016,15920.7
110050,"2. RURAL","4. SOUTH EAST",2274.3860503739,6,71450.6,53601.11,2016,13646.32
110051,"2. RURAL","4. SOUTH EAST",3928.4849961004,4,94385.98,31822.79,2016,15713.94
110052,"2. RURAL","4. SOUTH EAST",3928.4849961004,1,35978.57,35978.57,2016,3928.485
110053,"2. RURAL","4. SOUTH EAST",3928.4849961004,1,176242.9,119928.6,2016,3928.485
110054,"2. RURAL","4. SOUTH EAST",3928.4849961004,1,155709,155709,2016,3928.485
110055,"2. RURAL","4. SOUTH EAST",3928.4849961004,6,51269.38,51269.38,2016,23570.91
110056,"2. RURAL","4. SOUTH EAST",3928.4849961004,5,69479.61,62894.71,2016,19642.43
110057,"2. RURAL","4. SOUTH EAST",3928.4849961004,2,157803.8,65986.79,2016,7856.97
110058,"2. RURAL","4. SOUTH EAST",3928.4849961004,4,84746.02,79771.51,2016,15713.94
110059,"2. RURAL","4. SOUTH EAST",3928.4849961004,5,124659.8,116471.1,2016,19642.43
110060,"2. RURAL","4. SOUTH EAST",3928.4849961004,4,56653.61,31765.32,2016,15713.94
110061,"2. RURAL","4. SOUTH EAST",3101.4355232371,10,25964.48,25964.48,2016,31014.36
110062,"2. RURAL","4. SOUTH EAST",3101.4355232371,6,70727.41,36622.6,2016,18608.61
110063,"2. RURAL","4. SOUTH EAST",3101.4355232371,2,72045.44,42267,2016,6202.871
110064,"2. RURAL","4. SOUTH EAST",3101.4355232371,8,27241.32,27241.32,2016,24811.48
110065,"2. RURAL","4. SOUTH EAST",3101.4355232371,8,29623.66,29623.66,2016,24811.48
110066,"2. RURAL","4. SOUTH EAST",3101.4355232371,11,36523.98,17586.96,2016,34115.79
110067,"2. RURAL","4. SOUTH EAST",3101.4355232371,3,135050,64674.53,2016,9304.307
110068,"2. RURAL","4. SOUTH EAST",3101.4355232371,14,51676.57,17289.08,2016,43420.1
110069,"2. RURAL","4. SOUTH EAST",3101.4355232371,6,40310.8,17382.04,2016,18608.61
110070,"2. RURAL","4. SOUTH EAST",3101.4355232371,9,80703.34,21581.99,2016,27912.92
110071,"2. RURAL","4. SOUTH EAST",4250.1153466583,6,65593.59,29460.71,2016,25500.69
110072,"2. RURAL","4. SOUTH EAST",4250.1153466583,10,71480.04,71480.04,2016,42501.15
110073,"2. RURAL","4. SOUTH EAST",4250.1153466583,3,64191.86,35651.81,2016,12750.35
110074,"2. RURAL","4. SOUTH EAST",4250.1153466583,8,23810.16,23810.16,2016,34000.92
110075,"2. RURAL","4. SOUTH EAST",4250.1153466583,5,52212.88,26780.57,2016,21250.58
110076,"2. RURAL","4. SOUTH EAST",4250.1153466583,8,46395.96,23985.91,2016,34000.92
110078,"2. RURAL","4. SOUTH EAST",4250.1153466583,8,135135.3,28872.66,2016,34000.92
110079,"2. RURAL","4. SOUTH EAST",4250.1153466583,3,236375,55810.24,2016,12750.35
110080,"2. RURAL","4. SOUTH EAST",4250.1153466583,4,100600.4,73947.66,2016,17000.46
110081,"2. RURAL","4. SOUTH EAST",2584.5296026976,6,63049.41,63049.41,2016,15507.18
110082,"2. RURAL","4. SOUTH EAST",2584.5296026976,7,53485.19,49512.41,2016,18091.71
110083,"2. RURAL","4. SOUTH EAST",2584.5296026976,7,37651,9609.369,2016,18091.71
110084,"2. RURAL","4. SOUTH EAST",2584.5296026976,1,101089.7,86427.44,2016,2584.53
110085,"2. RURAL","4. SOUTH EAST",2584.5296026976,22,20596.73,9788.934,2016,56859.65
110086,"2. RURAL","4. SOUTH EAST",2584.5296026976,8,38395.68,10755.28,2016,20676.24
110087,"2. RURAL","4. SOUTH EAST",2584.5296026976,3,104143.3,21728.8,2016,7753.589
110088,"2. RURAL","4. SOUTH EAST",2584.5296026976,4,133359.7,32622.04,2016,10338.12
110089,"2. RURAL","4. SOUTH EAST",2584.5296026976,8,36249.51,29200,2016,20676.24
110090,"2. RURAL","4. SOUTH EAST",2584.5296026976,12,54910.19,15034.52,2016,31014.36
110091,"2. RURAL","4. SOUTH EAST",2481.1484185897,5,129332.1,33381.86,2016,12405.74
110092,"2. RURAL","4. SOUTH EAST",2481.1484185897,12,22046.45,8951.733,2016,29773.78
110093,"2. RURAL","4. SOUTH EAST",2481.1484185897,5,134582.4,39941.77,2016,12405.74
110094,"2. RURAL","4. SOUTH EAST",2481.1484185897,12,79209.84,22559.61,2016,29773.78
110095,"2. RURAL","4. SOUTH EAST",2481.1484185897,9,28362.35,12920.57,2016,22330.34
110096,"2. RURAL","4. SOUTH EAST",2481.1484185897,2,96526.52,76650,2016,4962.297
110097,"2. RURAL","4. SOUTH EAST",2481.1484185897,8,39066.52,14762.95,2016,19849.19
110098,"2. RURAL","4. SOUTH EAST",2481.1484185897,11,34824.28,15159.35,2016,27292.63
110099,"2. RURAL","4. SOUTH EAST",2481.1484185897,9,23728.96,12872.33,2016,22330.34
110100,"2. RURAL","4. SOUTH EAST",2481.1484185897,9,30782.42,13857.25,2016,22330.34
110101,"2. RURAL","4. SOUTH EAST",3411.5790755608,3,805229.8,803491.7,2016,10234.74
110102,"2. RURAL","4. SOUTH EAST",3411.5790755608,6,28461.79,14268.02,2016,20469.47
110103,"2. RURAL","4. SOUTH EAST",3411.5790755608,4,59316.41,43673.55,2016,13646.32
110104,"2. RURAL","4. SOUTH EAST",3411.5790755608,1,161173.6,161173.6,2016,3411.579
110105,"2. RURAL","4. SOUTH EAST",3411.5790755608,1,479543.8,75669.71,2016,3411.579
110106,"2. RURAL","4. SOUTH EAST",3411.5790755608,2,178461.4,77956.83,2016,6823.158
110107,"2. RURAL","4. SOUTH EAST",3411.5790755608,9,50488.09,26767.39,2016,30704.21
110108,"2. RURAL","4. SOUTH EAST",3411.5790755608,2,144663.4,66508.21,2016,6823.158
110109,"2. RURAL","4. SOUTH EAST",3411.5790755608,12,44458.3,21776.16,2016,40938.95
110110,"2. RURAL","4. SOUTH EAST",3411.5790755608,7,70997.8,26742.77,2016,23881.05
110111,"2. RURAL","4. SOUTH EAST",3721.7226278846,5,71102.94,47937.97,2016,18608.61
110112,"2. RURAL","4. SOUTH EAST",3721.7226278846,5,40121.63,40121.63,2016,18608.61
110113,"2. RURAL","4. SOUTH EAST",3721.7226278846,2,89314.52,52797.9,2016,7443.445
110114,"2. RURAL","4. SOUTH EAST",3721.7226278846,2,73943.78,40050.93,2016,7443.445
110115,"2. RURAL","4. SOUTH EAST",3721.7226278846,4,225603.7,36513.04,2016,14886.89
110116,"2. RURAL","4. SOUTH EAST",3721.7226278846,1,217931,69402.14,2016,3721.723
110117,"2. RURAL","4. SOUTH EAST",3721.7226278846,9,100720.5,26659.48,2016,33495.5
110118,"2. RURAL","4. SOUTH EAST",3721.7226278846,7,47578.71,47578.71,2016,26052.06
110119,"2. RURAL","4. SOUTH EAST",3721.7226278846,8,29995.59,10501.57,2016,29773.78
110120,"2. RURAL","4. SOUTH EAST",3721.7226278846,6,48402.66,47252.55,2016,22330.34
110121,"2. RURAL","4. SOUTH EAST",1550.7177616186,2,65127.59,65127.59,2016,3101.436
110122,"2. RURAL","4. SOUTH EAST",1550.7177616186,2,78568.52,51392,2016,3101.436
110123,"2. RURAL","4. SOUTH EAST",1550.7177616186,12,45939.36,45939.36,2016,18608.61
110124,"2. RURAL","4. SOUTH EAST",1550.7177616186,9,60046.11,38289.59,2016,13956.46
110125,"2. RURAL","4. SOUTH EAST",1550.7177616186,7,34216.12,16740.34,2016,10855.02
110126,"2. RURAL","4. SOUTH EAST",1550.7177616186,9,50214.03,29317.77,2016,13956.46
110127,"2. RURAL","4. SOUTH EAST",1550.7177616186,2,145762.7,65986.79,2016,3101.436
110128,"2. RURAL","4. SOUTH EAST",1550.7177616186,6,100736.2,35735.24,2016,9304.307
110129,"2. RURAL","4. SOUTH EAST",1550.7177616186,6,41263.21,26000.17,2016,9304.307
110130,"2. RURAL","4. SOUTH EAST",1550.7177616186,8,46424.34,20086.73,2016,12405.74
110131,"2. RURAL","4. SOUTH EAST",2171.004866266,2,115253.8,88152.71,2016,4342.01
110132,"2. RURAL","4. SOUTH EAST",2171.004866266,3,92315.06,57638.71,2016,6513.015
110133,"2. RURAL","4. SOUTH EAST",2171.004866266,6,46068.55,29476.36,2016,13026.03
110134,"2. RURAL","4. SOUTH EAST",2171.004866266,6,23255.19,23255.19,2016,13026.03
110135,"2. RURAL","4. SOUTH EAST",2171.004866266,6,35109.52,35109.52,2016,13026.03
110136,"2. RURAL","4. SOUTH EAST",2171.004866266,4,70494.75,21083.1,2016,8684.02
110137,"2. RURAL","4. SOUTH EAST",2171.004866266,8,45623.28,14146.03,2016,17368.04
110138,"2. RURAL","4. SOUTH EAST",2171.004866266,10,65958.64,25346.02,2016,21710.05
110139,"2. RURAL","4. SOUTH EAST",2171.004866266,5,123717.9,39534.71,2016,10855.02
110140,"2. RURAL","4. SOUTH EAST",2171.004866266,8,72358.52,24641.66,2016,17368.04
120001,"1. URBAN","5. SOUTH SOUTH",7710.9094371652,6,38969.18,38595.5,2016,46265.46
120002,"1. URBAN","5. SOUTH SOUTH",7710.9094371652,10,57787.32,53029.29,2016,77109.09
120003,"1. URBAN","5. SOUTH SOUTH",7710.9094371652,6,83806.73,74743.29,2016,46265.46
120004,"1. URBAN","5. SOUTH SOUTH",7710.9094371652,7,61811.63,61811.63,2016,53976.37
120005,"1. URBAN","5. SOUTH SOUTH",7710.9094371652,8,126330.6,126330.6,2016,61687.28
120006,"1. URBAN","5. SOUTH SOUTH",7710.9094371652,5,151122.8,70370.51,2016,38554.55
120007,"1. URBAN","5. SOUTH SOUTH",7710.9094371652,2,184863.3,184084.5,2016,15421.82
120008,"1. URBAN","5. SOUTH SOUTH",7710.9094371652,7,70839.57,66502.67,2016,53976.37
120010,"1. URBAN","5. SOUTH SOUTH",7710.9094371652,8,22749.58,20924.58,2016,61687.28
120011,"1. URBAN","5. SOUTH SOUTH",11841.753778504,4,90199.48,82124.78,2016,47367.02
120012,"1. URBAN","5. SOUTH SOUTH",11841.753778504,2,168840.8,128062.4,2016,23683.51
120013,"1. URBAN","5. SOUTH SOUTH",11841.753778504,8,39734.67,38935.77,2016,94734.03
120014,"1. URBAN","5. SOUTH SOUTH",11841.753778504,10,78659.09,31847.77,2016,118417.5
120015,"1. URBAN","5. SOUTH SOUTH",11841.753778504,4,79040.39,72522.53,2016,47367.02
120017,"1. URBAN","5. SOUTH SOUTH",11841.753778504,3,178639.8,168408.4,2016,35525.26
120018,"1. URBAN","5. SOUTH SOUTH",11841.753778504,2,379639.2,257071.5,2016,23683.51
120019,"1. URBAN","5. SOUTH SOUTH",11841.753778504,7,85301.36,75730.88,2016,82892.27
120020,"1. URBAN","5. SOUTH SOUTH",11841.753778504,6,105914.9,105914.9,2016,71050.52
120021,"1. URBAN","5. SOUTH SOUTH",7187.669153929,4,131238.8,117018,2016,28750.68
120022,"1. URBAN","5. SOUTH SOUTH",7187.669153929,3,54562.98,48975.01,2016,21563.01
120023,"1. URBAN","5. SOUTH SOUTH",7187.669153929,8,73660.88,69465.74,2016,57501.35
120024,"1. URBAN","5. SOUTH SOUTH",7187.669153929,9,58723.63,54943.1,2016,64689.02
120025,"1. URBAN","5. SOUTH SOUTH",7187.669153929,3,95022.94,95022.94,2016,21563.01
120026,"1. URBAN","5. SOUTH SOUTH",7187.669153929,7,76947.95,76947.95,2016,50313.68
120027,"1. URBAN","5. SOUTH SOUTH",7187.669153929,2,79144.16,79144.16,2016,14375.34
120029,"1. URBAN","5. SOUTH SOUTH",7187.669153929,8,57563.55,57563.55,2016,57501.35
120030,"1. URBAN","5. SOUTH SOUTH",7187.669153929,8,47881.05,47881.05,2016,57501.35
120031,"1. URBAN","5. SOUTH SOUTH",7683.3704748896,3,108666.9,108407.3,2016,23050.11
120032,"1. URBAN","5. SOUTH SOUTH",7683.3704748896,7,36684.11,35864.72,2016,53783.59
120033,"1. URBAN","5. SOUTH SOUTH",7683.3704748896,8,84610.45,77012.89,2016,61466.96
120034,"1. URBAN","5. SOUTH SOUTH",7683.3704748896,3,68961.13,65311.13,2016,23050.11
120035,"1. URBAN","5. SOUTH SOUTH",7683.3704748896,3,238882.2,238882.2,2016,23050.11
120036,"1. URBAN","5. SOUTH SOUTH",7683.3704748896,6,81412.38,78457.62,2016,46100.22
120037,"1. URBAN","5. SOUTH SOUTH",7683.3704748896,6,89504.98,78878.44,2016,46100.22
120038,"1. URBAN","5. SOUTH SOUTH",7683.3704748896,8,53612.15,51071.03,2016,61466.96
120039,"1. URBAN","5. SOUTH SOUTH",7683.3704748896,1,191885.7,191885.7,2016,7683.371
120040,"1. URBAN","5. SOUTH SOUTH",7683.3704748896,5,213190.5,206068.6,2016,38416.85
120041,"2. RURAL","5. SOUTH SOUTH",10657.578400653,9,23014.83,14037.01,2016,95918.2
120042,"2. RURAL","5. SOUTH SOUTH",10657.578400653,6,102854.1,58831.61,2016,63945.47
120043,"2. RURAL","5. SOUTH SOUTH",10657.578400653,5,74833.38,52621.86,2016,53287.89
120044,"2. RURAL","5. SOUTH SOUTH",10657.578400653,7,28538.21,20847.64,2016,74603.05
120045,"2. RURAL","5. SOUTH SOUTH",10657.578400653,6,43611.72,38864.92,2016,63945.47
120046,"2. RURAL","5. SOUTH SOUTH",10657.578400653,7,166395.8,76129.77,2016,74603.05
120047,"2. RURAL","5. SOUTH SOUTH",10657.578400653,4,174052.3,99592.86,2016,42630.31
120048,"2. RURAL","5. SOUTH SOUTH",10657.578400653,2,289101.9,160339.3,2016,21315.16
120049,"2. RURAL","5. SOUTH SOUTH",10657.578400653,8,36878.66,25787.29,2016,85260.63
120050,"2. RURAL","5. SOUTH SOUTH",10657.578400653,4,184306.1,143423.1,2016,42630.31
120051,"2. RURAL","5. SOUTH SOUTH",4957.0132096062,11,59684.48,14694.81,2016,54527.14
120052,"2. RURAL","5. SOUTH SOUTH",4957.0132096062,3,138415.9,103822.2,2016,14871.04
120053,"2. RURAL","5. SOUTH SOUTH",4957.0132096062,9,29619.98,11355.56,2016,44613.12
120054,"2. RURAL","5. SOUTH SOUTH",4957.0132096062,2,352863.4,204660.7,2016,9914.026
120055,"2. RURAL","5. SOUTH SOUTH",4957.0132096062,3,194843,115409.5,2016,14871.04
120056,"2. RURAL","5. SOUTH SOUTH",4957.0132096062,11,33099.46,21828.9,2016,54527.14
120057,"2. RURAL","5. SOUTH SOUTH",4957.0132096062,6,96516.63,37846.55,2016,29742.08
120058,"2. RURAL","5. SOUTH SOUTH",4957.0132096062,5,78444.86,60766.34,2016,24785.07
120059,"2. RURAL","5. SOUTH SOUTH",4957.0132096062,7,55431.22,38565.7,2016,34699.09
120060,"2. RURAL","5. SOUTH SOUTH",4957.0132096062,7,87932.06,49036.72,2016,34699.09
120061,"2. RURAL","5. SOUTH SOUTH",6939.8184934487,4,154008.7,52193.16,2016,27759.27
120062,"2. RURAL","5. SOUTH SOUTH",6939.8184934487,5,140957,86664.69,2016,34699.09
120063,"2. RURAL","5. SOUTH SOUTH",6939.8184934487,5,111372.5,42230.36,2016,34699.09
120064,"2. RURAL","5. SOUTH SOUTH",6939.8184934487,9,48540.01,16407.62,2016,62458.37
120065,"2. RURAL","5. SOUTH SOUTH",6939.8184934487,2,206773.4,91236.61,2016,13879.64
120066,"2. RURAL","5. SOUTH SOUTH",6939.8184934487,5,49944.24,33420.09,2016,34699.09
120067,"2. RURAL","5. SOUTH SOUTH",6939.8184934487,1,251159.5,107039.1,2016,6939.818
120068,"2. RURAL","5. SOUTH SOUTH",6939.8184934487,5,202863.1,103464.1,2016,34699.09
120069,"2. RURAL","5. SOUTH SOUTH",6939.8184934487,8,38254.9,20107.59,2016,55518.55
120070,"2. RURAL","5. SOUTH SOUTH",6939.8184934487,3,81795.73,71957.15,2016,20819.46
120071,"2. RURAL","5. SOUTH SOUTH",6609.3509461416,3,196558.7,54566.48,2016,19828.05
120072,"2. RURAL","5. SOUTH SOUTH",6609.3509461416,5,29787.53,29266.1,2016,33046.75
120073,"2. RURAL","5. SOUTH SOUTH",6609.3509461416,7,67492.45,28492.35,2016,46265.46
120074,"2. RURAL","5. SOUTH SOUTH",6609.3509461416,5,107498,82630.79,2016,33046.75
120075,"2. RURAL","5. SOUTH SOUTH",6609.3509461416,7,150010.9,83339.55,2016,46265.46
120076,"2. RURAL","5. SOUTH SOUTH",6609.3509461416,2,99490.95,72687.14,2016,13218.7
120078,"2. RURAL","5. SOUTH SOUTH",6609.3509461416,3,338974.4,82566.7,2016,19828.05
120079,"2. RURAL","5. SOUTH SOUTH",6609.3509461416,3,106499,89338.09,2016,19828.05
120080,"2. RURAL","5. SOUTH SOUTH",6609.3509461416,5,62910.08,31946.19,2016,33046.75
120081,"1. URBAN","5. SOUTH SOUTH",7931.2211353699,4,267958.3,252864.2,2016,31724.88
120082,"1. URBAN","5. SOUTH SOUTH",7931.2211353699,5,51571.03,43228.18,2016,39656.11
120083,"1. URBAN","5. SOUTH SOUTH",7931.2211353699,3,118946,112862.7,2016,23793.66
120084,"1. URBAN","5. SOUTH SOUTH",7931.2211353699,4,261867.9,260699.8,2016,31724.88
